Offset,este date,este close,este volume,este spy close,vmc date,vmc close,vmc volume,vmc spy close,mtw date,mtw close,mtw volume,mtw spy close,drq date,drq close,drq volume,drq spy close,nem date,nem close,nem volume,nem spy close,ceco date,ceco close,ceco volume,ceco spy close,nsit date,nsit close,nsit volume,nsit spy close,mtn date,mtn close,mtn volume,mtn spy close,mye date,mye close,mye volume,mye spy close,apa date,apa close,apa volume,apa spy close,dg date,dg close,dg volume,dg spy close,nuan date,nuan close,nuan volume,nuan spy close,chs date,chs close,chs volume,chs spy close,jnj date,jnj close,jnj volume,jnj spy close,crus date,crus close,crus volume,crus spy close,plxs date,plxs close,plxs volume,plxs spy close,emn date,emn close,emn volume,emn spy close,ghl date,ghl close,ghl volume,ghl spy close,gpn date,gpn close,gpn volume,gpn spy close,wu date,wu close,wu volume,wu spy close,frc date,frc close,frc volume,frc spy close,gnw date,gnw close,gnw volume,gnw spy close,foe date,foe close,foe volume,foe spy close,f date,f close,f volume,f spy close,becn date,becn close,becn volume,becn spy close,trc date,trc close,trc volume,trc spy close,px date,px close,px volume,px spy close,aroc date,aroc close,aroc volume,aroc spy close,sre date,sre close,sre volume,sre spy close,tmus date,tmus close,tmus volume,tmus spy close,cys date,cys close,cys volume,cys spy close,qep date,qep close,qep volume,qep spy close,holx date,holx close,holx volume,holx spy close,krg date,krg close,krg volume,krg spy close,ocsl date,ocsl close,ocsl volume,ocsl spy close,vrts date,vrts close,vrts volume,vrts spy close,unt date,unt close,unt volume,unt spy close,two date,two close,two volume,two spy close,ntg date,ntg close,ntg volume,ntg spy close,mro date,mro close,mro volume,mro spy close,dvn date,dvn close,dvn volume,dvn spy close,aee date,aee close,aee volume,aee spy close,fico date,fico close,fico volume,fico spy close,scsc date,scsc close,scsc volume,scsc spy close,podd date,podd close,podd volume,podd spy close,adtn date,adtn close,adtn volume,adtn spy close,wgl date,wgl close,wgl volume,wgl spy close,syna date,syna close,syna volume,syna spy close,amcx date,amcx close,amcx volume,amcx spy close,acm date,acm close,acm volume,acm spy close,kra date,kra close,kra volume,kra spy close,cps date,cps close,cps volume,cps spy close,jcom date,jcom close,jcom volume,jcom spy close,arry date,arry close,arry volume,arry spy close,smtc date,smtc close,smtc volume,smtc spy close,col date,col close,col volume,col spy close,semg date,semg close,semg volume,semg spy close,odp date,odp close,odp volume,odp spy close,mcd date,mcd close,mcd volume,mcd spy close,p date,p close,p volume,p spy close,ecyt date,ecyt close,ecyt volume,ecyt spy close,kbr date,kbr close,kbr volume,kbr spy close,amc date,amc close,amc volume,amc spy close,fsic date,fsic close,fsic volume,fsic spy close,scwx date,scwx close,scwx volume,scwx spy close,fcb date,fcb close,fcb volume,fcb spy close,tmhc date,tmhc close,tmhc volume,tmhc spy close,hawk date,hawk close,hawk volume,hawk spy close,out date,out close,out volume,out spy close,qts date,qts close,qts volume,qts spy close,ladr date,ladr close,ladr volume,ladr spy close,qtwo date,qtwo close,qtwo volume,qtwo spy close,mobl date,mobl close,mobl volume,mobl spy close,navi date,navi close,navi volume,navi spy close,vsto date,vsto close,vsto volume,vsto spy close,eri date,eri close,eri volume,eri spy close,mcrn date,mcrn close,mcrn volume,mcrn spy close,cveo date,cveo close,cveo volume,cveo spy close,nblx date,nblx close,nblx volume,nblx spy close,htz date,htz close,htz volume,htz spy close,ttd date,ttd close,ttd volume,ttd spy close,arnc date,arnc close,arnc volume,arnc spy close,arch date,arch close,arch volume,arch spy close
-7,2016-11-28,12.92,53206,216.11,2016-08-08,119.09,1435962,212.66,2015-08-17,3.6736,4854895.0,201.02,2016-04-25,61.38,420497,202.4,2015-08-24,16.697,14683036.0,180.94,2011-11-14,8.26,2489943.0,110.88,2016-08-15,31.55,111856.0,213.66,2015-12-14,121.64,379051.0,194.7,,,,,2017-03-06,51.353,2160022,234.37,2011-09-19,36.592,1652544.0,106.31,2017-05-15,19.15,2476111.0,237.95,,,,,2017-08-14,132.64,3060409.0,245.33,2012-04-23,21.15,2774301.0,122.21,2016-07-18,45.91,63834,211.06,2013-08-19,70.944,1200278.0,151.3,2010-05-10,55.035,615375.0,101.19,2016-10-17,72.973,684642.0,208.18,2016-08-15,20.147,1799018.0,213.66,2012-08-27,30.633,184863.0,127.09,2017-08-21,3.35,2336255.0,241.71,2016-08-22,13.16,706313.0,213.13,2011-08-29,8.6142,61735694.0,106.7,,,,,2011-06-20,33.82,54019.0,112.28,,,,,,,,,,,,,2016-06-27,41.2,3638407.0,194.67,2015-08-17,5.9913,937621.0,201.02,2016-08-15,19.9,3441344.0,213.66,2017-06-05,44.96,1676970.0,241.62,2014-08-11,21.025,1641087.0,181.43,2015-07-13,5.1504,634232,200.24,2011-02-28,55.079,56404,116.0,2013-08-12,46.87,143896.0,155.26,2013-11-25,9.898,2886683.0,166.65,2011-05-16,15.094,230752.0,116.53,2016-08-22,15.421,26708942.0,213.13,2012-12-17,48.596,3503048.0,129.78,2016-08-08,48.906,1332912,212.66,2016-06-06,113.56,116868.0,205.06,,,,,2016-08-22,43.61,130936.0,213.13,2017-05-08,19.838,324405.0,237.33,2010-03-29,27.314,213500.0,102.2,2016-04-18,87.35,416459.0,203.02,,,,,2011-01-10,26.95,757231.0,110.61,,,,,,,,,2012-02-27,27.195,428754,122.0,2015-09-28,4.78,3248308,180.41,2012-08-27,24.55,389257.0,127.09,2012-05-14,47.545,1107314.0,119.79,2017-03-27,32.105,606293.0,231.35,2013-08-12,4.2373,4462742.0,155.26,2010-08-09,59.038,11018304,98.438,2016-10-10,14.09,3081165,211.87,2012-06-11,6.84,493582.0,117.39,2016-08-29,14.614,1317511.0,212.96,2014-06-16,21.93,234801.0,181.01,2017-02-06,9.705,652622.0,225.71,2016-10-24,11.42,52493.0,210.63,2017-02-06,46.0,206134.0,225.71,2015-11-23,17.26,264900.0,200.61,2014-06-02,24.55,212638.0,179.72,2017-08-14,21.714,545578.0,245.33,2015-08-24,37.0,394212.0,180.94,2015-08-17,12.045,132155.0,201.02,2015-10-05,24.96,178172,190.44,2015-08-10,4.95,599500,201.0,2016-08-01,13.257,1386197,211.57,2015-09-21,44.76,416400.0,188.51,2016-05-02,13.36,124581,201.78,2016-03-28,16.16,66589.0,197.18,2015-07-13,2.87,642300,200.24,2017-07-31,44.545,73790,245.56,2016-11-28,25.33,1054998,216.11,2017-05-15,53.57,3287228.0,237.95,2017-07-10,23.716,5433580,241.18,2017-08-21,75.374,208931.0,241.71
-6,2016-11-29,12.61,92264,216.54,2016-08-09,118.43,748610,212.79,2015-08-18,3.621,4852993.0,200.43,2016-04-26,59.73,809322,202.71,2015-08-25,15.986,12150757.0,178.76,2011-11-15,8.22,1269584.0,111.44,2016-08-16,31.07,55525.0,212.57,2015-12-15,124.28,380759.0,196.74,2013-05-28,13.063,87083.0,151.88,2017-03-07,50.458,3429207,233.67,2011-09-20,36.351,3344557.0,106.21,2017-05-16,19.11,2523999.0,237.73,2013-09-03,13.999,3937225.0,150.92,2017-08-15,132.54,3956774.0,245.3,2012-04-24,20.8,3156697.0,122.65,2016-07-19,45.82,97717,210.84,2013-08-20,71.399,663073.0,152.02,2010-05-11,53.977,344377.0,100.92,2016-10-18,74.172,766809.0,209.47,2016-08-16,19.975,1906090.0,212.57,2012-08-28,30.692,175516.0,126.97,2017-08-22,3.35,1872911.0,244.23,2016-08-23,13.21,692319.0,213.54,2011-08-30,8.5654,63873880.0,106.99,2011-02-22,20.4,416553.0,114.85,2011-06-21,34.91,69953.0,113.83,2012-09-04,92.392,1252435.0,126.62,2016-09-06,11.173,380886.0,213.6,2016-07-05,109.57,1047658.0,203.26,2016-06-28,42.51,2655396.0,198.18,2015-08-18,5.9536,709280.0,200.43,2016-08-16,20.04,4849549.0,212.57,2017-06-06,44.42,1958744.0,240.84,2014-08-12,21.593,2887458.0,181.17,2015-07-14,5.1819,843402,201.11,2011-03-01,52.973,14399,114.06,2013-08-13,46.83,147836.0,155.74,2013-11-26,9.779,3157272.0,166.69,2011-05-17,15.044,415379.0,116.51,2016-08-23,16.2,30201239.0,213.54,2012-12-18,50.468,5536679.0,131.22,2016-08-09,48.906,950513,212.79,2016-06-07,113.69,80809.0,205.36,2017-05-30,38.25,54953.0,239.15,2016-08-23,43.35,248035.0,213.54,2017-05-09,19.74,379326.0,237.11,2010-03-30,27.391,370633.0,102.27,2016-04-19,86.19,424151.0,203.64,2017-09-05,58.41,762466.0,244.85,2011-01-11,27.28,620667.0,111.02,2013-09-03,18.54,303162.0,150.92,2017-05-30,110.4,101178.0,239.15,2012-02-28,26.829,483448,122.37,2015-09-29,4.56,3323900,180.52,2012-08-28,24.71,292475.0,126.97,2012-05-15,47.151,1139938.0,119.12,2017-03-28,32.443,514258.0,233.03,2013-08-13,4.3052,7488951.0,155.74,2010-08-10,58.972,7027647,97.911,2016-10-11,13.72,5584905,209.2,2012-06-12,7.22,481672.0,118.74,2016-08-30,14.457,1250905.0,212.61,2014-06-17,21.593,316523.0,181.51,2017-02-07,9.752,754344.0,225.72,2016-10-25,11.43,44315.0,209.93,2017-02-07,45.45,207063.0,225.72,2015-11-24,17.43,182600.0,200.88,2014-06-03,24.21,276280.0,179.63,2017-08-15,21.684,610108.0,245.3,2015-08-25,37.017,444042.0,178.76,2015-08-18,11.955,126415.0,200.43,2015-10-06,24.18,205900,189.79,2015-08-11,4.79,491798,199.18,2016-08-02,12.83,2990808,210.22,2015-09-22,44.67,255000.0,186.06,2016-05-03,13.21,169024,200.01,2016-03-29,16.45,54720.0,199.01,2015-07-14,2.89,871224,201.11,2017-08-01,44.515,37041,246.1,2016-11-29,24.93,1026675,216.54,2017-05-16,52.2,978833.0,237.73,2017-07-11,23.906,4353641,241.0,2017-08-22,76.29,229866.0,244.23
-5,2016-11-30,14.54,217651,216.01,2016-08-10,120.39,1121594,212.26,2015-08-19,3.6273,11013271.0,198.86,2016-04-27,62.31,616022,203.12,2015-08-26,15.63,12656524.0,185.61,2011-11-16,8.05,934356.0,109.65,2016-08-17,31.09,74779.0,212.97,2015-12-16,127.39,349030.0,199.61,2013-05-29,12.793,37517.0,150.89,2017-03-08,48.617,5392945,233.25,2011-09-21,35.8,2287460.0,103.07,2017-05-17,18.39,3253512.0,233.53,2013-09-04,14.108,3709826.0,152.18,2017-08-16,133.32,4498296.0,245.73,2012-04-25,23.09,6586150.0,124.35,2016-07-20,45.75,163269,211.7,2013-08-21,71.27,907923.0,151.09,2010-05-12,54.256,281947.0,102.32,2016-10-19,74.332,653170.0,210.03,2016-08-17,20.166,3045121.0,212.97,2012-08-29,30.974,276861.0,127.06,2017-08-23,3.42,2784637.0,243.36,2016-08-24,13.22,637258.0,212.47,2011-08-31,8.7629,87805214.0,107.48,2011-02-23,20.34,381738.0,114.14,2011-06-22,34.86,95196.0,113.14,2012-09-05,93.059,910271.0,126.52,2016-09-07,11.354,515588.0,213.58,2016-07-06,110.44,1786984.0,204.48,2016-06-29,43.45,3793146.0,201.54,2015-08-19,5.9612,866456.0,198.86,2016-08-17,19.82,4595145.0,212.97,2017-06-07,45.13,2137029.0,241.29,2014-08-13,21.705,2347616.0,182.41,2015-07-15,5.19,898839,201.04,2011-03-02,53.993,21753,114.31,2013-08-14,46.89,192756.0,154.92,2013-11-27,9.94,3442968.0,167.09,2011-05-18,15.232,412681.0,117.55,2016-08-24,15.835,16724167.0,212.47,2012-12-19,50.125,3748359.0,130.27,2016-08-10,48.982,1014358,212.26,2016-06-08,114.77,108219.0,206.04,2017-05-31,38.0,93489.0,239.09,2016-08-24,42.44,210297.0,212.47,2017-05-10,20.086,376245.0,237.54,2010-03-31,27.128,375248.0,101.93,2016-04-20,86.62,390530.0,203.83,2017-09-06,58.83,605910.0,245.69,2011-01-12,28.0,837909.0,112.01,2013-09-04,18.6,216028.0,152.18,2017-05-31,108.01,177633.0,239.09,2012-02-29,26.294,659146,121.86,2015-09-30,4.56,2534000,183.87,2012-08-29,24.85,250361.0,127.06,2012-05-16,46.666,1093479.0,118.67,2017-03-29,34.282,1533354.0,233.25,2013-08-14,4.3536,6481105.0,154.92,2010-08-11,57.943,6762949,95.207,2016-10-12,13.33,5336430,209.47,2012-06-13,7.25,889341.0,117.97,2016-08-31,14.31,1291196.0,212.0,2014-06-18,22.038,134843.0,182.85,2017-02-08,9.705,1000544.0,226.02,2016-10-26,11.47,44770.0,209.5,2017-02-08,44.85,222616.0,226.02,2015-11-25,17.87,252100.0,200.85,2014-06-04,24.28,187178.0,179.98,2017-08-16,21.802,415447.0,245.73,2015-08-26,37.738,262554.0,185.61,2015-08-19,11.942,124278.0,198.86,2015-10-07,24.2,330800,191.33,2015-08-12,4.77,696900,199.42,2016-08-03,13.105,2615649,210.83,2015-09-23,44.4,334500.0,185.76,2016-05-04,12.9,208176,198.91,2016-03-30,16.52,226657.0,199.88,2015-07-15,2.74,979350,201.04,2017-08-02,44.603,151507,246.22,2016-11-30,25.18,1150597,216.01,2017-05-17,47.75,1956938.0,233.53,2017-07-12,24.074,2803396,242.81,2017-08-23,77.305,356854.0,243.36
-4,2016-12-01,15.21,302401,215.22,2016-08-11,119.95,1026955,213.24,2015-08-20,3.5622,12331970.0,194.71,2016-04-28,61.39,565245,201.31,2015-08-27,16.509,11464025.0,190.22,2011-11-17,7.7,1400098.0,107.91,2016-08-18,31.18,87933.0,213.44,2015-12-17,122.65,331181.0,196.58,2013-05-30,12.862,93366.0,151.46,2017-03-09,49.818,7306358,233.54,2011-09-22,34.768,3290318.0,99.75,2017-05-18,18.53,3142077.0,234.46,2013-09-05,14.118,4069952.0,152.35,2017-08-17,132.2,5583193.0,241.89,2012-04-26,27.39,15092494.0,125.2,2016-07-21,44.81,419137,210.92,2013-08-22,72.283,549826.0,152.45,2010-05-13,53.99,270602.0,101.05,2016-10-20,73.552,888799.0,209.64,2016-08-18,20.216,2635184.0,213.44,2012-08-30,30.917,371450.0,126.16,2017-08-24,3.49,2812124.0,242.79,2016-08-25,13.22,346979.0,212.32,2011-09-01,8.5487,81073465.0,106.31,2011-02-24,20.27,410427.0,114.05,2011-06-23,34.17,196701.0,112.81,2012-09-06,94.955,952206.0,129.09,2016-09-08,11.647,528530.0,213.11,2016-07-07,109.05,1103941.0,204.34,2016-06-30,43.27,3189816.0,204.31,2015-08-20,5.9612,1333872.0,194.71,2016-08-18,20.4,3786901.0,213.44,2017-06-08,45.16,1503002.0,241.41,2014-08-14,21.944,2638110.0,183.26,2015-07-16,5.2212,658920,202.66,2011-03-03,55.628,25772,116.27,2013-08-15,46.51,230276.0,152.76,,,,,2011-05-19,15.291,426632.0,117.82,2016-08-25,15.786,11694723.0,212.32,2012-12-20,50.515,3828990.0,130.99,2016-08-11,48.982,911576,213.24,2016-06-09,115.67,134985.0,205.76,2017-06-01,38.95,126349.0,240.99,2016-08-25,41.6,387738.0,212.32,2017-05-11,20.037,156368.0,237.05,2010-04-01,27.29,181405.0,102.62,2016-04-21,84.82,529206.0,202.77,2017-09-07,57.14,927609.0,245.66,2011-01-13,27.71,525447.0,111.82,2013-09-05,18.5,272983.0,152.35,2017-06-01,111.02,125088.0,240.99,2012-03-01,26.493,588368,122.5,2015-10-01,4.54,2907500,184.36,2012-08-30,24.41,178651.0,126.16,2012-05-17,46.206,1331220.0,116.91,2017-03-30,34.282,736159.0,233.98,2013-08-15,4.2567,5690147.0,152.76,2010-08-12,58.34,6966399,94.642,2016-10-13,13.17,3655723,208.79,2012-06-14,7.59,461361.0,119.24,2016-09-01,14.095,1339177.0,212.01,2014-06-19,22.264,158361.0,183.07,2017-02-09,9.845,1040511.0,227.37,2016-10-27,11.36,87786.0,208.95,2017-02-09,46.0,283047.0,227.37,,,,,2014-06-05,24.79,159972.0,181.16,2017-08-17,21.694,525640.0,241.89,2015-08-27,38.337,287259.0,190.22,2015-08-20,11.702,106790.0,194.71,2015-10-08,25.04,437200,193.06,2015-08-13,4.62,405800,199.17,2016-08-04,13.494,2893297,211.06,2015-09-24,44.98,269106.0,185.1,2016-05-05,13.15,232590,198.88,2016-03-31,16.49,77635.0,199.39,2015-07-16,2.77,788000,202.66,2017-08-03,44.668,52038,245.75,2016-12-01,24.61,1403153,215.22,2017-05-18,51.38,1702795.0,234.46,2017-07-13,24.334,4478830,243.22,2017-08-24,75.115,349450.0,242.79
-3,2016-12-02,14.66,128059,215.32,2016-08-12,117.8,899271,213.06,2015-08-21,3.4276,18959239.0,188.66,2016-04-29,64.82,671518,200.18,2015-08-28,16.974,9442070.0,190.23,2011-11-18,7.69,1021138.0,107.81,2016-08-19,30.94,161656.0,213.14,2015-12-18,119.66,727389.0,193.06,2013-05-31,12.797,97743.0,149.28,2017-03-10,49.424,6293338,234.35,2011-09-23,35.29,2809636.0,100.35,2017-05-19,18.87,2541266.0,235.98,2013-09-06,14.228,6281200.0,152.43,2017-08-18,131.79,4691233.0,241.52,2012-04-27,27.87,4877628.0,125.42,2016-07-22,44.89,434416,211.86,2013-08-23,72.484,527557.0,152.98,2010-05-14,53.078,291834.0,99.2,2016-10-21,72.843,934305.0,209.74,2016-08-19,20.331,3207319.0,213.14,2012-08-31,31.051,484520.0,126.74,2017-08-25,3.42,2277369.0,243.36,2016-08-26,13.23,406754.0,211.91,2011-09-02,8.2111,78508451.0,103.61,2011-02-25,20.57,251268.0,115.28,2011-06-24,34.3,300413.0,111.51,2012-09-07,95.374,1240021.0,129.6,2016-09-09,10.699,502145.0,208.01,2016-07-08,110.05,1437383.0,207.42,2016-07-01,42.99,2127026.0,204.66,2015-08-21,5.848,2157786.0,188.66,2016-08-19,20.41,3064633.0,213.14,2017-06-09,44.67,1959688.0,241.04,2014-08-15,21.892,2822264.0,183.22,2015-07-17,5.174,670560,202.83,2011-03-04,54.817,22549,115.4,2013-08-16,46.46,305649.0,152.23,2013-11-29,9.898,1553351.0,166.99,2011-05-20,15.22,400269.0,116.91,2016-08-26,15.727,15754192.0,211.91,2012-12-21,49.834,4851064.0,129.83,2016-08-12,49.011,1208580,213.06,2016-06-10,113.49,109591.0,203.78,2017-06-02,40.1,197512.0,241.78,2016-08-26,41.94,421112.0,211.91,2017-05-12,19.938,211948.0,236.65,,,,,2016-04-22,85.33,347735.0,202.76,2017-09-08,56.61,885633.0,245.37,2011-01-14,27.85,407264.0,112.65,2013-09-06,18.93,200179.0,152.43,2017-06-02,110.79,122756.0,241.78,2012-03-02,26.233,375960,122.14,2015-10-02,5.11,3097800,187.12,2012-08-31,24.52,261631.0,126.74,2012-05-18,45.987,1211095.0,115.9,2017-03-31,34.813,656603.0,233.45,2013-08-16,4.1597,7247291.0,152.23,2010-08-13,58.203,7333469,94.356,2016-10-14,12.83,5460489,208.9,2012-06-15,7.31,363658.0,120.45,2016-09-02,14.254,837407.0,212.97,2014-06-20,22.227,213643.0,183.43,2017-02-10,9.752,1898150.0,228.26,2016-10-28,11.22,96629.0,208.32,2017-02-10,46.35,318930.0,228.26,2015-11-27,17.69,136500.0,201.08,2014-06-06,25.09,122233.0,182.03,2017-08-18,21.625,599245.0,241.52,2015-08-28,38.355,221699.0,190.23,2015-08-21,11.806,194760.0,188.66,2015-10-09,25.85,380700,193.18,2015-08-14,4.69,229300,199.91,2016-08-05,13.768,3708918,212.79,2015-09-25,45.1,215600.0,185.05,2016-05-06,13.43,311634,199.59,2016-04-01,16.57,381712.0,200.77,2015-07-17,2.66,604200,202.83,2017-08-04,43.4,329812,246.19,2016-12-02,24.48,1509416,215.32,2017-05-19,50.07,1476986.0,235.98,2017-07-14,24.274,2636592,244.35,2017-08-25,76.22,354545.0,243.36
0,2016-12-05,13.96,82078,216.63,2016-08-15,118.62,900750,213.66,2015-08-24,3.2089,22708747.0,180.94,2016-05-02,65.04,683121,201.78,2015-08-31,16.875,8183012.0,188.7,2011-11-21,7.21,1409284.0,105.76,2016-08-22,31.12,201403.0,213.13,2015-12-21,119.82,497451.0,194.67,2013-06-03,13.193,166794.0,150.08,2017-03-13,49.356,4119514,234.47,2011-09-26,35.8,2425308.0,102.74,2017-05-22,18.87,2069187.0,237.19,2013-09-09,14.661,3312077.0,153.91,2017-08-21,132.61,4563291.0,241.71,2012-04-30,27.38,2779742.0,124.94,2016-07-25,45.63,176647,211.29,2013-08-26,71.209,1582043.0,152.39,2010-05-17,51.816,928837.0,99.259,2016-10-24,74.022,886922.0,210.63,2016-08-22,20.531,3657420.0,213.13,,,,,2017-08-28,3.41,1566773.0,243.37,2016-08-29,13.47,985632.0,212.96,,,,,2011-02-28,21.21,478610.0,116.0,2011-06-27,33.8,149131.0,112.49,2012-09-10,95.163,923882.0,128.86,2016-09-12,10.784,534855.0,210.99,2016-07-11,110.23,1038434.0,208.13,,,,,2015-08-24,5.7046,3632350.0,180.94,2016-08-22,20.24,2627031.0,213.13,2017-06-12,44.29,2648542.0,240.99,2014-08-18,22.237,2387821.0,184.76,2015-07-20,5.0557,1004896,202.94,2011-03-07,53.388,35331,114.49,2013-08-19,45.47,201835.0,151.3,2013-12-02,9.769,4268202.0,166.55,2011-05-23,15.12,293604.0,115.54,2016-08-29,15.767,10021299.0,212.96,2012-12-24,49.285,1035944.0,129.43,2016-08-15,48.397,1018151,213.66,2016-06-13,110.85,242099.0,202.24,2017-06-05,38.65,86966.0,241.62,2016-08-29,42.64,230606.0,212.96,2017-05-15,19.988,288030.0,237.95,2010-04-05,27.415,319676.0,103.46,2016-04-25,84.58,363634.0,202.4,2017-09-11,56.2,497793.0,247.98,,,,,2013-09-09,18.97,151118.0,153.91,2017-06-05,109.01,65794.0,241.62,2012-03-05,26.484,670966,121.63,2015-10-05,5.07,2555794,190.44,,,,,2012-05-21,46.711,1147894.0,117.88,2017-04-03,34.523,419499.0,233.04,2013-08-19,4.024,5264405.0,151.3,2010-08-16,58.123,6096320,94.318,2016-10-17,12.38,11311921,208.18,2012-06-18,7.5,290954.0,120.69,,,,,2014-06-23,21.83,206470.0,183.37,2017-02-13,9.892,996704.0,229.51,2016-10-31,11.79,68777.0,208.33,2017-02-13,46.7,618139.0,229.51,2015-11-30,17.5,249900.0,200.25,2014-06-09,25.315,153736.0,182.22,2017-08-21,21.684,569548.0,241.71,2015-08-31,37.579,329394.0,188.7,2015-08-24,11.477,215372.0,180.94,2015-10-12,25.51,149638,193.35,2015-08-17,4.51,792200,201.02,2016-08-08,13.608,2518883,212.66,2015-09-28,43.08,329441.0,180.41,2016-05-09,13.6,243285,199.75,2016-04-04,16.23,134225.0,200.1,2015-07-20,2.4,2214700,202.94,2017-08-07,43.351,139257,246.65,2016-12-05,25.01,1755339,216.63,2017-05-22,52.51,1315504.0,237.19,2017-07-17,24.831,4317499,244.32,2017-08-28,76.28,284485.0,243.37
1,2016-12-06,13.78,87808,217.31,2016-08-16,116.91,849581,212.57,2015-08-25,3.1438,21752621.0,178.76,2016-05-03,63.83,633724,200.01,2015-09-01,16.538,6923653.0,183.07,2011-11-22,7.04,1387639.0,105.36,2016-08-23,31.26,106630.0,213.54,2015-12-22,119.97,345414.0,196.44,2013-06-04,13.115,92912.0,149.39,2017-03-14,49.524,4240122,233.58,2011-09-27,36.032,1735215.0,103.88,2017-05-23,18.82,3719119.0,237.71,2013-09-10,14.756,2795232.0,155.04,2017-08-22,133.85,4173641.0,244.23,2012-05-01,26.86,3110835.0,125.74,2016-07-26,45.69,178422,211.39,2013-08-27,69.033,2045485.0,149.96,2010-05-18,49.958,645653.0,97.931,2016-10-25,73.232,645900.0,209.93,2016-08-23,20.492,4356534.0,213.54,2012-09-04,31.201,297771.0,126.62,2017-08-29,3.43,2346543.0,243.65,2016-08-30,13.68,487747.0,212.61,2011-09-06,8.054,83113790.0,102.88,2011-03-01,20.55,782127.0,114.06,2011-06-28,33.96,100590.0,113.95,2012-09-11,94.974,972235.0,129.22,2016-09-13,10.12,600063.0,207.96,2016-07-12,109.2,896047.0,209.63,2016-07-05,43.21,2109581.0,203.26,2015-08-25,5.7348,2583725.0,178.76,2016-08-23,20.35,2287258.0,213.54,2017-06-13,44.73,2076887.0,242.16,2014-08-19,22.4,2369853.0,185.72,2015-07-21,5.0238,1488105,202.12,2011-03-08,54.467,28088,115.5,2013-08-20,46.53,195490.0,152.02,2013-12-03,9.726,3065260.0,165.84,2011-05-24,14.947,298243.0,115.44,2016-08-30,15.332,15749496.0,212.61,,,,,2016-08-16,47.83,1798370,212.57,2016-06-14,111.33,91683.0,201.83,2017-06-06,38.7,102868.0,240.84,2016-08-30,42.87,144946.0,212.61,2017-05-16,19.888,300308.0,237.73,2010-04-06,27.893,289106.0,103.7,2016-04-26,85.79,225002.0,202.71,2017-09-12,56.45,534523.0,248.82,2011-01-18,28.04,914755.0,112.83,2013-09-10,19.71,549943.0,155.04,2017-06-06,108.94,69554.0,240.84,2012-03-06,26.206,429339,119.83,2015-10-06,4.92,1991400,189.79,2012-09-04,24.92,700466.0,126.62,2012-05-22,46.838,1025587.0,118.09,2017-04-04,34.523,360511.0,233.19,2013-08-20,4.1113,4571565.0,152.02,2010-08-17,59.28,9131340,95.467,2016-10-18,12.5,4557913,209.47,2012-06-19,7.54,308934.0,121.85,2016-09-06,14.301,914843.0,213.6,2014-06-24,21.893,95163.0,182.27,2017-02-14,9.937,968228.0,230.42,2016-11-01,11.61,37944.0,206.83,2017-02-14,47.65,217468.0,230.42,2015-12-01,17.87,181488.0,202.15,2014-06-10,25.28,130100.0,182.24,2017-08-22,21.605,723469.0,244.23,2015-09-01,36.747,283943.0,183.07,2015-08-25,11.364,178475.0,178.76,2015-10-13,24.99,199800,192.15,2015-08-18,4.52,682000,200.43,2016-08-09,13.465,2325680,212.79,2015-09-29,42.9,795100.0,180.52,2016-05-10,13.96,314602,202.24,2016-04-05,16.29,245115.0,198.11,2015-07-21,2.39,807100,202.12,2017-08-08,42.707,66520,246.04,2016-12-06,25.14,1861916,217.31,2017-05-23,53.49,1243404.0,237.71,2017-07-18,24.762,2819229,244.45,2017-08-29,77.07,354082.0,243.65
