,Date,Close
0,2009-11-12,20.275
1,2009-11-13,21.947
2,2009-11-16,22.305
3,2009-11-17,22.246
4,2009-11-18,21.771
5,2009-11-19,22.079
6,2009-11-20,22.407
7,2009-11-23,22.595
8,2009-11-24,22.688
9,2009-11-25,22.921
10,2009-11-27,22.351
11,2009-11-30,22.206
12,2009-12-01,22.506
13,2009-12-02,22.785
14,2009-12-03,22.506
15,2009-12-04,23.027
16,2009-12-07,22.815
17,2009-12-08,22.815
18,2009-12-09,23.17
19,2009-12-10,22.883
20,2009-12-11,22.535
21,2009-12-14,22.016
22,2009-12-15,21.907
23,2009-12-16,21.947
24,2009-12-17,21.667
25,2009-12-18,21.79
26,2009-12-21,21.819
27,2009-12-22,21.628
28,2009-12-23,21.637
29,2009-12-24,21.386
30,2009-12-28,21.838
31,2009-12-29,21.829
32,2009-12-30,21.829
33,2009-12-31,21.657
34,2010-01-04,22.286
35,2010-01-05,22.456
36,2010-01-06,22.766
37,2010-01-07,22.921
38,2010-01-08,23.047
39,2010-01-11,23.17
40,2010-01-12,23.124
41,2010-01-13,23.46
42,2010-01-14,23.366
43,2010-01-15,23.519
44,2010-01-19,23.703
45,2010-01-20,23.665
46,2010-01-21,23.152
47,2010-01-22,22.535
48,2010-01-25,22.545
49,2010-01-26,22.717
50,2010-01-27,22.737
51,2010-01-28,23.017
52,2010-01-29,22.678
53,2010-02-01,22.565
54,2010-02-02,22.815
55,2010-02-03,23.017
56,2010-02-04,21.696
57,2010-02-05,20.963
58,2010-02-08,21.618
59,2010-02-09,21.78
60,2010-02-10,21.29
61,2010-02-11,21.3
62,2010-02-12,21.771
63,2010-02-16,22.236
64,2010-02-17,21.976
65,2010-02-18,22.476
66,2010-02-19,22.766
67,2010-02-22,22.436
68,2010-02-23,22.825
69,2010-02-24,23.326
70,2010-02-25,22.977
71,2010-02-26,23.066
72,2010-03-01,23.26
73,2010-03-02,23.21
74,2010-03-03,23.161
75,2010-03-04,23.366
76,2010-03-05,23.674
77,2010-03-08,23.819
78,2010-03-09,24.252
79,2010-03-10,24.196
80,2010-03-11,24.242
81,2010-03-12,24.262
82,2010-03-15,24.168
83,2010-03-16,24.252
84,2010-03-17,24.929
85,2010-03-18,24.37
86,2010-03-19,24.717
87,2010-03-22,24.148
88,2010-03-23,24.31
89,2010-03-24,24.379
90,2010-03-25,23.587
91,2010-03-26,24.129
92,2010-03-29,24.477
93,2010-03-30,24.9
94,2010-03-31,24.379
95,2010-04-01,24.639
96,2010-04-05,24.91
97,2010-04-06,26.078
98,2010-04-07,25.633
99,2010-04-08,25.596
100,2010-04-09,25.556
101,2010-04-12,25.334
102,2010-04-13,26.096
103,2010-04-14,26.571
104,2010-04-15,26.069
105,2010-04-16,27.613
106,2010-04-19,28.009
107,2010-04-20,27.275
108,2010-04-21,27.218
109,2010-04-22,28.51
110,2010-04-23,28.366
111,2010-04-26,28.56
112,2010-04-27,27.989
113,2010-04-28,28.009
114,2010-04-29,28.126
115,2010-04-30,27.584
116,2010-05-03,28.019
117,2010-05-04,27.652
118,2010-05-05,27.536
119,2010-05-06,26.946
120,2010-05-07,26.252
121,2010-05-10,26.764
122,2010-05-11,27.016
123,2010-05-12,28.348
124,2010-05-13,28.425
125,2010-05-14,28.259
126,2010-05-17,28.435
127,2010-05-18,28.278
128,2010-05-19,28.676
129,2010-05-20,28.028
130,2010-05-21,28.53
131,2010-05-24,28.976
132,2010-05-25,29.555
133,2010-05-26,29.388
134,2010-05-27,29.582
135,2010-05-28,29.189
136,2010-06-01,29.488
137,2010-06-02,30.279
138,2010-06-03,29.64
139,2010-06-04,29.003
140,2010-06-07,28.221
141,2010-06-08,28.8
142,2010-06-09,28.966
143,2010-06-10,28.946
144,2010-06-11,28.937
145,2010-06-14,29.179
146,2010-06-15,28.966
147,2010-06-16,29.255
148,2010-06-17,28.869
149,2010-06-18,29.109
150,2010-06-21,28.607
151,2010-06-22,27.894
152,2010-06-23,28.126
153,2010-06-24,28.126
154,2010-06-25,28.077
155,2010-06-28,27.912
156,2010-06-29,27.41
157,2010-06-30,26.599
158,2010-07-01,27.159
159,2010-07-02,27.044
160,2010-07-06,27.034
161,2010-07-07,26.986
162,2010-07-08,26.677
163,2010-07-09,27.169
164,2010-07-12,26.523
165,2010-07-13,26.744
166,2010-07-14,27.255
167,2010-07-15,28.77
168,2010-07-16,28.087
169,2010-07-19,28.259
170,2010-07-20,28.5
171,2010-07-21,27.922
172,2010-07-22,27.979
173,2010-07-23,28.356
174,2010-07-26,28.667
175,2010-07-27,28.348
176,2010-07-28,28.482
177,2010-07-29,27.728
178,2010-07-30,28.173
179,2010-08-02,28.491
180,2010-08-03,28.318
181,2010-08-04,29.059
182,2010-08-05,28.57
183,2010-08-06,28.425
184,2010-08-09,28.637
185,2010-08-10,28.338
186,2010-08-11,27.458
187,2010-08-12,27.999
188,2010-08-13,27.768
189,2010-08-16,28.077
190,2010-08-17,28.348
191,2010-08-18,28.376
192,2010-08-19,27.999
193,2010-08-20,28.425
194,2010-08-23,27.178
195,2010-08-24,27.053
196,2010-08-25,27.468
197,2010-08-26,27.517
198,2010-08-27,27.121
199,2010-08-30,26.435
200,2010-08-31,26.366
201,2010-09-01,27.053
202,2010-09-02,27.709
203,2010-09-03,27.062
204,2010-09-07,27.034
205,2010-09-08,26.724
206,2010-09-09,26.386
207,2010-09-10,26.503
208,2010-09-13,26.474
209,2010-09-14,26.454
210,2010-09-15,26.523
211,2010-09-16,26.724
212,2010-09-17,26.474
213,2010-09-20,26.842
214,2010-09-21,26.772
215,2010-09-22,26.714
216,2010-09-23,26.503
217,2010-09-24,27.255
218,2010-09-27,28.24
219,2010-09-28,28.732
220,2010-09-29,28.51
221,2010-09-30,28.24
222,2010-10-01,28.144
223,2010-10-04,27.941
224,2010-10-05,28.231
225,2010-10-06,28.732
226,2010-10-07,28.8
227,2010-10-08,28.966
228,2010-10-11,28.328
229,2010-10-12,27.816
230,2010-10-13,28.231
231,2010-10-14,27.999
232,2010-10-15,27.931
233,2010-10-18,28.328
234,2010-10-19,27.14
235,2010-10-20,27.13
236,2010-10-21,26.936
237,2010-10-22,27.226
238,2010-10-25,27.604
239,2010-10-26,27.343
240,2010-10-27,26.976
241,2010-10-28,26.976
242,2010-10-29,27.218
243,2010-11-01,26.976
244,2010-11-02,27.652
245,2010-11-03,27.566
246,2010-11-04,27.372
247,2010-11-05,27.034
248,2010-11-08,27.4
249,2010-11-09,27.594
250,2010-11-10,28.057
251,2010-11-11,28.657
252,2010-11-12,28.019
253,2010-11-15,27.884
254,2010-11-16,28.154
255,2010-11-17,28.685
256,2010-11-18,29.04
257,2010-11-19,29.892
258,2010-11-22,30.878
259,2010-11-23,32.132
260,2010-11-24,31.871
261,2010-11-26,31.611
262,2010-11-29,31.65
263,2010-11-30,31.707
264,2010-12-01,31.196
265,2010-12-02,30.83
266,2010-12-03,32.277
267,2010-12-06,29.922
268,2010-12-07,30.511
269,2010-12-08,29.776
270,2010-12-09,29.767
271,2010-12-10,29.997
272,2010-12-13,29.931
273,2010-12-14,29.448
274,2010-12-15,29.458
275,2010-12-16,29.64
276,2010-12-17,29.602
277,2010-12-20,29.922
278,2010-12-21,30.222
279,2010-12-22,30.016
280,2010-12-23,29.747
281,2010-12-27,29.572
282,2010-12-28,29.563
283,2010-12-29,29.727
284,2010-12-30,29.526
285,2010-12-31,29.612
286,2011-01-03,29.612
287,2011-01-04,29.488
288,2011-01-05,29.059
289,2011-01-06,28.77
290,2011-01-07,28.8
291,2011-01-10,28.966
292,2011-01-11,28.57
293,2011-01-12,28.443
294,2011-01-13,27.709
295,2011-01-14,28.443
296,2011-01-18,28.966
297,2011-01-19,28.318
298,2011-01-20,28.462
299,2011-01-21,28.396
300,2011-01-24,27.999
301,2011-01-25,27.709
302,2011-01-26,27.758
303,2011-01-27,27.681
304,2011-01-28,27.419
305,2011-01-31,26.852
306,2011-02-01,27.855
307,2011-02-02,26.677
308,2011-02-03,26.503
309,2011-02-04,26.523
310,2011-02-07,26.936
311,2011-02-08,27.034
312,2011-02-09,26.946
313,2011-02-10,26.696
314,2011-02-11,26.301
315,2011-02-14,25.925
316,2011-02-15,26.001
317,2011-02-16,28.617
318,2011-02-18,28.24
319,2011-02-22,27.497
320,2011-02-23,27.006
321,2011-02-24,27.372
322,2011-02-25,27.034
323,2011-02-28,27.275
324,2011-03-01,27.305
325,2011-03-02,27.295
326,2011-03-03,27.016
327,2011-03-04,27.487
328,2011-03-07,26.936
329,2011-03-08,27.062
330,2011-03-09,27.034
331,2011-03-10,27.14
332,2011-03-11,27.826
333,2011-03-14,27.661
334,2011-03-15,27.884
335,2011-03-16,28.751
336,2011-03-17,28.723
337,2011-03-18,28.82
338,2011-03-21,29.331
339,2011-03-22,29.776
340,2011-03-23,29.555
341,2011-03-24,30.152
342,2011-03-25,30.461
343,2011-03-28,30.402
344,2011-03-29,29.468
345,2011-03-30,30.452
346,2011-03-31,30.269
347,2011-04-01,30.461
348,2011-04-04,30.511
349,2011-04-05,31.118
350,2011-04-06,31.232
351,2011-04-07,31.388
352,2011-04-08,30.721
353,2011-04-11,30.541
354,2011-04-12,30.711
355,2011-04-13,30.635
356,2011-04-14,30.363
357,2011-04-15,30.402
358,2011-04-18,30.402
359,2011-04-19,30.279
360,2011-04-20,29.931
361,2011-04-21,30.094
362,2011-04-25,30.859
363,2011-04-26,31.089
364,2011-04-27,31.745
365,2011-04-28,31.909
366,2011-04-29,31.466
367,2011-05-02,31.919
368,2011-05-03,32.035
369,2011-05-04,31.591
370,2011-05-05,31.388
371,2011-05-06,31.813
372,2011-05-09,31.871
373,2011-05-10,31.949
374,2011-05-11,32.267
375,2011-05-12,32.546
376,2011-05-13,32.237
377,2011-05-16,32.334
378,2011-05-17,32.459
379,2011-05-18,32.884
380,2011-05-19,32.45
381,2011-05-20,32.468
382,2011-05-23,31.765
383,2011-05-24,31.621
384,2011-05-25,32.017
385,2011-05-26,32.72
386,2011-05-27,33.464
387,2011-05-31,33.86
388,2011-06-01,30.711
389,2011-06-02,30.869
390,2011-06-03,30.741
391,2011-06-06,31.138
392,2011-06-07,31.312
393,2011-06-08,31.196
394,2011-06-09,31.571
395,2011-06-10,31.446
396,2011-06-13,31.88
397,2011-06-14,32.297
398,2011-06-15,32.208
399,2011-06-16,32.035
400,2011-06-17,32.72
401,2011-06-20,33.087
402,2011-06-21,33.213
403,2011-06-22,32.806
404,2011-06-23,32.412
405,2011-06-24,32.287
406,2011-06-27,31.949
407,2011-06-28,32.307
408,2011-06-29,32.267
409,2011-06-30,32.72
410,2011-07-01,32.826
411,2011-07-05,32.914
412,2011-07-06,32.924
413,2011-07-07,32.953
414,2011-07-08,32.692
415,2011-07-11,32.132
416,2011-07-12,32.122
417,2011-07-13,32.199
418,2011-07-14,32.208
419,2011-07-15,32.064
420,2011-07-18,31.919
421,2011-07-19,32.654
422,2011-07-20,32.074
423,2011-07-21,32.257
424,2011-07-22,32.054
425,2011-07-25,31.36
426,2011-07-26,31.378
427,2011-07-27,30.645
428,2011-07-28,30.412
429,2011-07-29,30.373
430,2011-08-01,30.065
431,2011-08-02,29.468
432,2011-08-03,29.977
433,2011-08-04,29.349
434,2011-08-05,29.737
435,2011-08-08,29.408
436,2011-08-09,30.551
437,2011-08-10,29.717
438,2011-08-11,30.531
439,2011-08-12,30.568
440,2011-08-15,31.08
441,2011-08-16,32.625
442,2011-08-17,31.64
443,2011-08-18,31.427
444,2011-08-19,30.973
445,2011-08-22,30.839
446,2011-08-23,31.282
447,2011-08-24,31.707
448,2011-08-25,31.118
449,2011-08-26,31.427
450,2011-08-29,32.625
451,2011-08-30,34.526
452,2011-08-31,35.336
453,2011-09-01,34.729
454,2011-09-02,34.817
455,2011-09-06,35.191
456,2011-09-07,35.849
457,2011-09-08,33.792
458,2011-09-09,33.599
459,2011-09-12,34.509
460,2011-09-13,34.807
461,2011-09-14,35.733
462,2011-09-15,36.1
463,2011-09-16,36.757
464,2011-09-19,36.592
465,2011-09-20,36.351
466,2011-09-21,35.8
467,2011-09-22,34.768
468,2011-09-23,35.29
469,2011-09-26,35.8
470,2011-09-27,36.032
471,2011-09-28,36.477
