,Date,Close
0,2009-01-02,9.924
1,2009-01-05,8.3262
2,2009-01-06,11.237
3,2009-01-07,9.678
4,2009-01-08,9.3657
5,2009-01-09,8.6288
6,2009-01-12,7.2489
7,2009-01-13,6.7857
8,2009-01-14,6.3415
9,2009-01-15,6.852
10,2009-01-16,6.9844
11,2009-01-20,6.5402
12,2009-01-21,6.5684
13,2009-01-22,5.6894
14,2009-01-23,5.6233
15,2009-01-26,5.6706
16,2009-01-27,5.6706
17,2009-01-28,6.0012
18,2009-01-29,5.4437
19,2009-01-30,5.7271
20,2009-02-02,5.576
21,2009-02-03,5.4817
22,2009-02-04,5.4342
23,2009-02-05,5.5003
24,2009-02-06,5.5099
25,2009-02-09,5.3304
26,2009-02-10,5.2264
27,2009-02-11,5.2264
28,2009-02-12,6.0109
29,2009-02-13,5.576
30,2009-02-17,5.3304
31,2009-02-18,5.1603
32,2009-02-19,4.9618
33,2009-02-20,5.0184
34,2009-02-23,4.4703
35,2009-02-24,4.9334
36,2009-02-25,4.5933
37,2009-02-26,4.7255
38,2009-02-27,4.7255
39,2009-03-02,4.045
40,2009-03-03,3.8371
41,2009-03-04,3.8182
42,2009-03-05,3.8371
43,2009-03-06,4.4326
44,2009-03-09,4.3662
45,2009-03-10,4.4703
46,2009-03-11,4.716
47,2009-03-12,5.6613
48,2009-03-13,5.4342
49,2009-03-16,5.6233
50,2009-03-17,6.2659
51,2009-03-18,6.5306
52,2009-03-19,6.3793
53,2009-03-20,5.6328
54,2009-03-23,5.907
55,2009-03-24,6.2659
56,2009-03-25,6.5306
57,2009-03-26,6.7572
58,2009-03-27,6.3701
59,2009-03-30,5.7839
60,2009-03-31,6.1526
61,2009-04-01,6.0769
62,2009-04-02,6.0486
63,2009-04-03,6.1338
64,2009-04-06,6.0866
65,2009-04-07,5.9352
66,2009-04-08,6.124
67,2009-04-09,7.1639
68,2009-04-13,6.9558
69,2009-04-14,6.6157
70,2009-04-15,7.3622
71,2009-04-16,7.5702
72,2009-04-17,8.4966
73,2009-04-20,8.884
74,2009-04-21,9.0731
75,2009-04-22,9.4409
76,2009-04-23,9.1209
77,2009-04-24,8.8367
78,2009-04-27,9.035
79,2009-04-28,8.7892
80,2009-04-29,9.876
81,2009-04-30,10.727
82,2009-05-01,10.812
83,2009-05-04,10.633
84,2009-05-05,10.245
85,2009-05-06,10.34
86,2009-05-07,10.963
87,2009-05-08,13.118
88,2009-05-11,13.221
89,2009-05-12,13.346
90,2009-05-13,12.995
91,2009-05-14,13.211
92,2009-05-15,12.646
93,2009-05-18,13.668
94,2009-05-19,14.78
95,2009-05-20,14.997
96,2009-05-21,14.601
97,2009-05-22,14.317
98,2009-05-26,14.591
99,2009-05-27,14.847
100,2009-05-28,14.47
101,2009-05-29,13.986
102,2009-06-01,15.085
103,2009-06-02,15.499
104,2009-06-03,15.499
105,2009-06-04,15.642
106,2009-06-05,15.527
107,2009-06-08,15.309
108,2009-06-09,14.895
109,2009-06-10,14.385
110,2009-06-11,14.631
111,2009-06-12,14.809
112,2009-06-15,14.443
113,2009-06-16,14.026
114,2009-06-17,13.76
115,2009-06-18,13.941
116,2009-06-19,13.298
117,2009-06-22,12.466
118,2009-06-23,12.429
119,2009-06-24,12.816
120,2009-06-25,13.137
121,2009-06-26,14.414
122,2009-06-29,14.016
123,2009-06-30,13.883
124,2009-07-01,14.753
125,2009-07-02,13.611
126,2009-07-06,13.394
127,2009-07-07,13.289
128,2009-07-08,12.823
129,2009-07-09,12.76
130,2009-07-10,12.93
131,2009-07-13,14.101
132,2009-07-14,13.513
133,2009-07-15,14.026
134,2009-07-16,14.179
135,2009-07-17,14.241
136,2009-07-20,14.224
137,2009-07-21,14.934
138,2009-07-22,14.934
139,2009-07-23,15.397
140,2009-07-24,15.349
141,2009-07-27,15.121
142,2009-07-28,15.121
143,2009-07-29,14.571
144,2009-07-30,14.581
145,2009-07-31,14.979
146,2009-08-03,15.026
147,2009-08-04,14.905
148,2009-08-05,14.091
149,2009-08-06,13.986
150,2009-08-07,14.611
151,2009-08-10,14.771
152,2009-08-11,14.934
153,2009-08-12,14.934
154,2009-08-13,14.678
155,2009-08-14,14.26
156,2009-08-17,14.461
157,2009-08-18,14.649
158,2009-08-19,14.649
159,2009-08-20,14.78
160,2009-08-21,14.953
161,2009-08-24,14.997
162,2009-08-25,15.289
163,2009-08-26,15.435
164,2009-08-27,15.046
165,2009-08-28,14.961
166,2009-08-31,14.761
167,2009-09-01,13.941
168,2009-09-02,14.159
169,2009-09-03,14.188
